"email_base","market","asset_name","email_display_name","sfmc_reference_name","journey_name","path_name","email_slug","preview_file","preview_url","has_ampscript","source_system","preview_source","generation_method","status","match_method","sfmc_search_term","sfmc_name_pattern"
"EDM_MU_EXPAXES_JBAR_CDP","ARB","","CDP - returning returners","EDM_MU_EXPAXES_JBAR_CDP_ALL","Behavioral nurturing","CDP path","edm-mu-expaxes-jbar-cdp","ARB/edm-mu-expaxes-jbar-cdp.html","https://cc-content-static.pages.dev/ARB/edm-mu-expaxes-jbar-cdp.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_EXPAXES_JBAR_CDP","EDM_MU_EXPAX_JBAR_CDP_RETURNVISITORS"
"EDM_MU_Lead_ALL_LanguageTest_Email1B","ARB","","Language Test - Email 1B","EDM_MU_Lead_ALL_LanguageTest_Email1B","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email1b","ARB/edm-mu-lead-all-languagetest-email1b.html","https://cc-content-static.pages.dev/ARB/edm-mu-lead-all-languagetest-email1b.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email1B","Email_1B_Original_Autoreply_ Result_PushBrocure_Video"
"EDM_MU_Lead_ALL_LanguageTest_Email2","ARB","","Language Test - Email 2","EDM_MU_Lead_ALL_LanguageTest_Email2","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email2","ARB/edm-mu-lead-all-languagetest-email2.html","https://cc-content-static.pages.dev/ARB/edm-mu-lead-all-languagetest-email2.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email2","Email2_Destinations_Infomeeting"
"EDM_MU_Lead_ALL_LanguageTest_Email3","ARB","","Language Test - Email 3","EDM_MU_Lead_ALL_LanguageTest_Email3","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email3","ARB/edm-mu-lead-all-languagetest-email3.html","https://cc-content-static.pages.dev/ARB/edm-mu-lead-all-languagetest-email3.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email3","Email3_ContactUs_Blog"
"EDM_MU_Lead_ALL_LanguageTest_Email4","ARB","","Language Test - Email 4","EDM_MU_Lead_ALL_LanguageTest_Email4","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-email4","ARB/edm-mu-lead-all-languagetest-email4.html","https://cc-content-static.pages.dev/ARB/edm-mu-lead-all-languagetest-email4.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_Email4","Email4_EFmethod_Brochure_Blog"
"EDM_MU_Lead_ALL_LanguageTest_ReminderA","ARB","","Language Test - Reminder","EDM_MU_Lead_ALL_LanguageTest_ReminderA","Lead Journey","Language Test path","edm-mu-lead-all-languagetest-remindera","ARB/edm-mu-lead-all-languagetest-remindera.html","https://cc-content-static.pages.dev/ARB/edm-mu-lead-all-languagetest-remindera.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_ALL_LanguageTest_ReminderA","Email_1A_Original_Autoreply_Result_Consultation_Video"
"EDM_MU_Lead_CAM_EFSET_AR","ARB","","EFSET AR","EDM_MU_Lead_CAM_EFSET_AR","Autoreplies","EFSET path","efset-ar","ARB/efset-ar-arb.html","https://cc-content-static.pages.dev/ARB/efset-ar-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_AR","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_Email2","ARB","","EFSET - Email 2","EDM_MU_Lead_CAM_EFSET_Email2","Lead Journey","EFSET path","efset-email-2","ARB/efset-email-2-arb.html","https://cc-content-static.pages.dev/ARB/efset-email-2-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_Email2","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_Email3","ARB","","EFSET - Email 3","EDM_MU_Lead_CAM_EFSET_Email3","Lead Journey","EFSET path","efset-email-3","ARB/efset-email-3-arb.html","https://cc-content-static.pages.dev/ARB/efset-email-3-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_Email3","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_Email4","ARB","","EFSET - Email 4","EDM_MU_Lead_CAM_EFSET_Email4","Lead Journey","EFSET path","efset-email-4","ARB/efset-email-4-arb.html","https://cc-content-static.pages.dev/ARB/efset-email-4-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_CAM_EFSET_Email4","{sfmc_email_base}_{market}"
"EDM_MU_Lead_CAM_EFSET_EPIS_AR","ARB","","EPI Certificate AR","EDM_MU_Lead_CAM_EFSET_EPIS_AR_ALL","Autoreplies","EPIS Certificate AR (EN)","edm-mu-lead-cam-efset-epis-ar","ARB/edm-mu-lead-cam-efset-epis-ar.html","https://cc-content-static.pages.dev/ARB/edm-mu-lead-cam-efset-epis-ar.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_Lead_CAM_EFSET_EPIS_AR","EDM_MU_Lead_CAM_EFSET_ARupdated block"
"EDM_MU_Lead_Work-Study_AR","ARB","","To Contact (Study and Work) - AR","EDM_MU_Lead_Work-Study_AR_ALL","Opportunity MQL Journey","""To Contact"" path (Study and Work)","to-contact-study-and-work-ar","ARB/to-contact-study-and-work-ar-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-study-and-work-ar-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_Work-Study_AR","{sfmc_email_base}_{market}"
"EDM_MU_Lead_Work-Study_Email1","ARB","","To Contact (Study and Work) - Email 1","EDM_MU_Lead_Work-Study_Email1_ALL","Opportunity MQL Journey","""To Contact"" path (Study and Work)","to-contact-study-and-work-email-1","ARB/to-contact-study-and-work-email-1-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-study-and-work-email-1-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_Work-Study_Email1","{sfmc_email_base}_{market}"
"EDM_MU_Lead_Work-Study_Email2","ARB","","To Contact (Study and Work) - Email 2","EDM_MU_Lead_Work-Study_Email2_ALL","Opportunity MQL Journey","""To Contact"" path (Study and Work)","to-contact-study-and-work-email-2","ARB/to-contact-study-and-work-email-2-arb.html","https://cc-content-static.pages.dev/ARB/to-contact-study-and-work-email-2-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Lead_Work-Study_Email2","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_CAM_UNIQUIZ_AR","ARB","","Uni Quiz - AR","EDM_MU_LeadOpp_CAM_UNIQUIZ_AR","Lead Journey","Uni Quiz path","uni-quiz-ar","ARB/uni-quiz-ar-arb.html","https://cc-content-static.pages.dev/ARB/uni-quiz-ar-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_CAM_UNIQUIZ_AR","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL1_4REASONS","ARB","","Uni Quiz - Email 1","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL1_4REASONS","Lead Journey","Uni Quiz path","uni-quiz-email-1","ARB/uni-quiz-email-1-arb.html","https://cc-content-static.pages.dev/ARB/uni-quiz-email-1-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL1_4REASONS","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL2_FINDYOURCOURSE","ARB","","Uni Quiz - Email 2","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL2_FINDYOURCOURSE","Lead Journey","Uni Quiz path","uni-quiz-email-2","ARB/uni-quiz-email-2-arb.html","https://cc-content-static.pages.dev/ARB/uni-quiz-email-2-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_CAM_UNIQUIZ_EMAIL2_FINDYOURCOURSE","{sfmc_email_base}_{market}"
"EDM_MU_LeadOpp_JBAR_CDP_FORMSTARTERS","ARB","","CDP - form starters","EDM_MU_LeadOpp_JBAR_CDP_FORMSTARTERS_ALL","Behavioral nurturing","CDP path","cdp-form-starters","ARB/cdp-form-starters-arb.html","https://cc-content-static.pages.dev/ARB/cdp-form-starters-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_LeadOpp_JBAR_CDP_FORMSTARTERS","{sfmc_email_base}_{market}"
"EDM_MU_OPPS-Closed_JBAR_CDP_RETURNVISITORS","ARB","","CDP - returning closed opps","EDM_MU_OPPS-Closed_JBAR_CDP_RETURNVISITORS_ALL","Behavioral nurturing","CDP path","cdp-returning-closed-opps","ARB/cdp-returning-closed-opps-arb.html","https://cc-content-static.pages.dev/ARB/cdp-returning-closed-opps-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_OPPS-Closed_JBAR_CDP_RETURNVISITORS","{sfmc_email_base}_{market}"
"EDM_MU_OPPS-ToContact_JBAR_CDP","ARB","","CDP - returning To Contact opps","EDM_MU_OPPS-ToContact_JBAR_CDP_ALL","Behavioral nurturing","CDP path","edm-mu-opps-tocontact-jbar-cdp","ARB/edm-mu-opps-tocontact-jbar-cdp.html","https://cc-content-static.pages.dev/ARB/edm-mu-opps-tocontact-jbar-cdp.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_OPPS-ToContact_JBAR_CDP","EDM_MU_OPPS-ToContact_JBAR_CDP_RETURNVISITORS"
"EDM_MU_Returners_JB_EarlyAccess_Email3","ARB","","Returner loyalty - benefits and promo","EDM_MU_Returners_JB_EarlyAccess_Email3_ALL","Returner Journey","Returner journey (no active opp)","returner-loyalty-benefits-and-promo","ARB/returner-loyalty-benefits-and-promo-arb.html","https://cc-content-static.pages.dev/ARB/returner-loyalty-benefits-and-promo-arb.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_MU_Returners_JB_EarlyAccess_Email3","{sfmc_email_base}_{market}"
"EDM_MU_UnrOppJourney_BRrequest_1_WHYEF","ARB","","To Contact BR - Email 1 Why EF","EDM_MU_UnrOppJourney_BRrequest_1_WHYEF_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-1-whyef","ARB/edm-mu-unroppjourney-brrequest-1-whyef.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-brrequest-1-whyef.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_1_WHYEF","EDM_MU_UnrOppJourney_BRrequest_1.WHYEF block"
"EDM_MU_UnrOppJourney_BRrequest_2_FALLINLOVE_DESTINATION","ARB","","To Contact BR - Email 2 Destination","EDM_MU_UnrOppJourney_BRrequest_2_FALLINLOVE_DESTINATION_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-2-fallinlove-destination","ARB/edm-mu-unroppjourney-brrequest-2-fallinlove-destination.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-brrequest-2-fallinlove-destination.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_2_FALLINLOVE_DESTINATION","EDM_MU_UnrOppJourney_BRrequest_2.FALLINLOVE_DESTINATION block"
"EDM_MU_UnrOppJourney_BRrequest_3_BENEFITS","ARB","","To Contact BR - Email 3 Benefits","EDM_MU_UnrOppJourney_BRrequest_3_BENEFITS_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-3-benefits","ARB/edm-mu-unroppjourney-brrequest-3-benefits.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-brrequest-3-benefits.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_3_BENEFITS","EDM_MU_UnrOppJourney_BRrequest_3.BENEFITS block"
"EDM_MU_UnrOppJourney_BRrequest_4_PROMO","ARB","","To Contact BR - Email 4 Promo","EDM_MU_UnrOppJourney_BRrequest_4_PROMO_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-brrequest-4-promo","ARB/edm-mu-unroppjourney-brrequest-4-promo.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-brrequest-4-promo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_BRrequest_4_PROMO","EDM_MU_UnrOppJourney_BRrequest_4.PROMO block"
"EDM_MU_UnrOppJourney_PQrequest_1_WHYEF","ARB","","To Contact PQ - Email 1 Why EF","EDM_MU_UnrOppJourney_PQrequest_1_WHYEF_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-1-whyef","ARB/edm-mu-unroppjourney-pqrequest-1-whyef.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-pqrequest-1-whyef.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_1_WHYEF","EDM_MU_UnrOppJourney_PQrequest_1.WHYEF block"
"EDM_MU_UnrOppJourney_PQrequest_2_FALLINLOVE_DESTINATION","ARB","","To Contact PQ - Email 2 Destination","EDM_MU_UnrOppJourney_PQrequest_2_FALLINLOVE_DESTINATION_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-2-fallinlove-destination","ARB/edm-mu-unroppjourney-pqrequest-2-fallinlove-destination.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-pqrequest-2-fallinlove-destination.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_2_FALLINLOVE_DESTINATION","EDM_MU_UnrOppJourney_PQrequest_2.FALLINLOVE_DESTINATION block"
"EDM_MU_UnrOppJourney_PQrequest_3_BENEFITS","ARB","","To Contact PQ - Email 3 Benefits","EDM_MU_UnrOppJourney_PQrequest_3_BENEFITS_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-3-benefits","ARB/edm-mu-unroppjourney-pqrequest-3-benefits.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-pqrequest-3-benefits.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_3_BENEFITS","EDM_MU_UnrOppJourney_PQrequest_3.BENEFITS block"
"EDM_MU_UnrOppJourney_PQrequest_4_PROMO","ARB","","To Contact PQ - Email 4 Promo","EDM_MU_UnrOppJourney_PQrequest_4_PROMO_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-pqrequest-4-promo","ARB/edm-mu-unroppjourney-pqrequest-4-promo.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-pqrequest-4-promo.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_PQrequest_4_PROMO","EDM_MU_UnrOppJourney_PQrequest_4.PROMO block"
"EDM_MU_UnrOppJourney_Student_ExpressCall_MedHigFUPDelay","ARB","","To Contact - FUP delay","EDM_MU_UnrOppJourney_Student_ExpressCall_MedHigFUPDelay_ALL","Opportunity SQL Journey","Follow-up delay email","edm-mu-unroppjourney-student-expresscall-medhigfupdelay","ARB/edm-mu-unroppjourney-student-expresscall-medhigfupdelay.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-student-expresscall-medhigfupdelay.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_Student_ExpressCall_MedHigFUPDelay","EDM_MU_UnrOppJourney_Student_ExpressCall_MedHigFUPDelay block"
"EDM_MU_UnrOppJourney_Student_ExpressCall_ToContact_5-10","ARB","","To Contact - Express Call (rank 5-10)","EDM_MU_UnrOppJourney_Student_ExpressCall_ToContact_5-10_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-student-expresscall-tocontact-5-10","ARB/edm-mu-unroppjourney-student-expresscall-tocontact-5-10.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-student-expresscall-tocontact-5-10.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_Student_ExpressCall_ToContact_5-10","EDM_MU_UnrOppJourney_Student_ExpressCall_ToContact_5-10 block"
"EDM_MU_UnrOppJourney_Student_ExpressCall_Unreached_1-4","ARB","","To Contact - Express Call (rank 1-4)","EDM_MU_UnrOppJourney_Student_ExpressCall_Unreached_1-4_ALL","Opportunity MQL Journey","""To Contact"" path - Emails","edm-mu-unroppjourney-student-expresscall-unreached-1-4","ARB/edm-mu-unroppjourney-student-expresscall-unreached-1-4.html","https://cc-content-static.pages.dev/ARB/edm-mu-unroppjourney-student-expresscall-unreached-1-4.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_MU_UnrOppJourney_Student_ExpressCall_Unreached_1-4","EDM_MU_UnrOppJourney_Student_ExpressCall_Unreached_1-4 block"
"EDM_TCH_LeadOpp_Webinar_AR","ARB","","Teacher - Webinar AR","EDM_TCH_LeadOpp_Webinar_AR","Teacher Journey","Teacher path","edm-tch-leadopp-webinar-ar","ARB/edm-tch-leadopp-webinar-ar.html","https://cc-content-static.pages.dev/ARB/edm-tch-leadopp-webinar-ar.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDM_TCH_LeadOpp_Webinar_AR","EDM_TCH_LeadOpp_Webinar_AR"
"EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_15-18","ARB","","Cross-product - APP to ILS 15-18","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_15-18","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ils-offer-15-18","ARB/edmall-app-opp-jb-crosspro-ils-offer-15-18.html","https://cc-content-static.pages.dev/ARB/edmall-app-opp-jb-crosspro-ils-offer-15-18.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_15-18","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_15-18"
"EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24","ARB","","Cross-product - APP to ILS 19-24","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ils-offer-19-24","ARB/edmall-app-opp-jb-crosspro-ils-offer-19-24.html","https://cc-content-static.pages.dev/ARB/edmall-app-opp-jb-crosspro-ils-offer-19-24.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24"
"EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+","ARB","","Cross-product - APP to ILS 25+","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ils-offer-25","ARB/edmall-app-opp-jb-crosspro-ils-offer-25.html","https://cc-content-static.pages.dev/ARB/edmall-app-opp-jb-crosspro-ils-offer-25.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+"
"EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18","ARB","","Cross-product - APP to ILSY 15-18","EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ilsy-offer-15-18","ARB/edmall-app-opp-jb-crosspro-ilsy-offer-15-18.html","https://cc-content-static.pages.dev/ARB/edmall-app-opp-jb-crosspro-ilsy-offer-15-18.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18","EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18"
"EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24","ARB","","Cross-product - ILS to APP 19-24","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24","Lead Journey","Cross-product path","edmall-ils-opp-jb-crosspro-app-offer-19-24","ARB/edmall-ils-opp-jb-crosspro-app-offer-19-24.html","https://cc-content-static.pages.dev/ARB/edmall-ils-opp-jb-crosspro-app-offer-19-24.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24"
